<xml><header>title	year	country	runtime</header>
<movie>Mary of Scotland	1936	USA	123 min</movie>
<movie>Tarzan Escapes	1936	USA	89 min</movie>
<movie>Follow the Fleet	1936	USA	110 min</movie>
<movie>The Plainsman	1936	USA	113 min</movie>
<movie>Big Brown Eyes	1936	USA	77 min</movie>
<movie>Wildcat Trooper	1936	USA	60 min</movie>
<movie>Next Time We Love	1936	USA	87 min</movie>
<movie>Pennies from Heaven	1936	USA	81 min</movie>
<movie>Bullets or Ballots	1936	USA	82 min</movie>
<movie>Love on the Run	1936	USA	80 min</movie>
<movie>Gold Diggers of 1937	1936	USA	101 min</movie>
<movie>Charlie Chan at the Opera	1936	USA	68 min</movie>
<movie>Charlie Chan at the Race Track	1936	USA	70 min</movie>
<movie>Charlie Chan at the Circus	1936	USA	72 min</movie>
<movie>The Road to Glory	1936	USA	103 min</movie>
<movie>Fury	1936	USA	92 min</movie>
<movie>Swing Time	1936	USA	103 min</movie>
<movie>The Garden of Allah	1936	USA	79 min</movie>
<movie>Go West Young Man	1936	USA	82 min</movie>
<movie>The Princess Comes Across	1936	USA	76 min</movie>
<movie>The Charge of the Light Brigade	1936	USA	115 min</movie>
<movie>Charlie Chan's Secret	1936	USA	72 min</movie>
<movie>The Devil-Doll	1936	USA	78 min</movie>
<movie>Come and Get It	1936	USA	99 min</movie>
<movie>The Invisible Ray	1936	USA	80 min</movie>
<movie>Klondike Annie	1936	USA	80 min</movie>
<movie>The General Died at Dawn	1936	USA	98 min</movie>
<movie>The Green Pastures	1936	USA	93 min</movie>
<movie>Born to Dance	1936	USA	106 min</movie>
<movie>Anthony Adverse	1936	USA	141 min</movie>
<movie>My Man Godfrey	1936	USA	94 min</movie>
<movie>The Prisoner of Shark Island	1936	USA	96 min</movie>
<movie>Satan Met a Lady	1936	USA	74 min</movie>
<movie>Spendthrift	1936	USA	80 min</movie>
<movie>Romeo and Juliet	1936	USA	125 min</movie>
<movie>The Petrified Forest	1936	USA	82 min</movie>
<movie>Poppy	1936	USA	73 min</movie>
<movie>After the Thin Man	1936	USA	112 min</movie>
<movie>San Francisco	1936	USA	115 min</movie>
<movie>The Plough and the Stars	1936	USA	72 min</movie>
<movie>Reefer Madness	1936	USA	66 min</movie>
<movie>Banjo on My Knee	1936	USA	95 min</movie>
<movie>Desire	1936	USA	95 min</movie>
<movie>Camille	1936	USA	109 min</movie>
<movie>King Solomon's Mines	1937	UK	77 min</movie>
<movie>Dark Journey	1937	UK	77 min</movie>
<movie>"Oh, Mr. Porter!"	1937	UK	85 min</movie>
<movie>Storm in a Teacup	1937	UK	87 min</movie>
<movie>Fire Over England	1937	UK	92 min</movie>
<movie>The Edge of the World	1937	UK	74 min</movie>
<movie>Farewell Topsails	1937	UK	9 min</movie>
<movie>Dangerous Secrets	1937	UK	60 min</movie>
<movie>The Girl Was Young	1937	UK	83 min</movie>
<movie>Captains Courageous	1937	USA	117 min</movie>
<movie>Moose Hunters	1937	USA	8 min</movie>
<movie>Mickey's Amateurs	1937	USA	8 min</movie>
<movie>The Worm Turns	1937	USA	8 min</movie>
<movie>Lonesome Ghosts	1937	USA	9 min</movie>
<movie>Clock Cleaners	1937	USA	9 min</movie>
<movie>Marked Woman	1937	USA	96 min</movie>
<movie>Everybody Sing	1937	USA	N/A</movie>
<movie>Maid of Salem	1937	USA	86 min</movie>
<movie>Don Donald	1937	USA	8 min</movie>
<movie>My Dear Miss Aldrich	1937	USA	74 min</movie>
<movie>True Confession	1937	USA	85 min</movie>
<movie>Woodland Caf�	1937	USA	7 min</movie>
<movie>Big City	1937	USA	80 min</movie>
<movie>Shall We Dance	1937	USA	109 min</movie>
<movie>Lost Horizon	1937	USA	132 min</movie>
<movie>Little Hiawatha	1937	USA	9 min</movie>
<movie>Another Dawn	1937	USA	73 min</movie>
<movie>Mannequin	1937	USA	95 min</movie>
<movie>The Emperor's Candlesticks	1937	USA	89 min</movie>
<movie>The Last of Mrs. Cheyney	1937	USA	98 min</movie>
<movie>The Outer Gate	1937	USA	62 min</movie>
<movie>Broadway Melody of 1938	1937	USA	110 min</movie>
<movie>Daughter of Shanghai	1937	USA	62 min</movie>
<movie>The Shadow Strikes	1937	USA	61 min</movie>
<movie>A Damsel in Distress	1937	USA	101 min</movie>
<movie>Penrod and Sam	1937	USA	64 min</movie>
<movie>Make Way for Tomorrow	1937	USA	91 min</movie>
<movie>"Step Lively, Jeeves!"	1937	USA	69 min</movie>
<movie>I Met Him in Paris	1937	USA	86 min</movie>
<movie>Night Key	1937	USA	68 min</movie>
<movie>Dead End	1937	USA	93 min</movie>
<movie>Quality Street	1937	USA	83 min</movie>
<movie>Parnell	1937	USA	118 min</movie>
<movie>The Last Gangster	1937	USA	81 min</movie>
<movie>Internes Can't Take Money	1937	USA	78 min</movie>
<movie>Love Is News	1937	USA	77 min</movie>
<movie>The Toast of New York	1937	USA	109 min</movie>
<movie>Confession	1937	USA	87 min</movie>
<movie>Kid Galahad	1937	USA	102 min</movie>
<movie>The Prince and the Pauper	1937	USA	118 min</movie>
<movie>Stage Door	1937	USA	92 min</movie>
<movie>On the Avenue	1937	USA	89 min</movie>
<movie>Wee Willie Winkie	1937	USA	100 min</movie>
<movie>Charlie Chan at Monte Carlo	1937	USA	72 min</movie>
<movie>Easy Living	1937	USA	88 min</movie>
<movie>Romance of the Reaper	1937	USA	27 min</movie>
<movie>Waikiki Wedding	1937	USA	89 min</movie>
<movie>Topper	1937	USA	97 min</movie>
<movie>The Awful Truth	1937	USA	91 min</movie>
<movie>Black Legion	1937	USA	83 min</movie>
<movie>You Only Live Once	1937	USA	86 min</movie>
<movie>In Old Chicago	1937	USA	95 min</movie>
<movie>The Life of Emile Zola	1937	USA	116 min</movie>
<movie>Stella Dallas	1937	USA	106 min</movie>
<movie>Way Out West	1937	USA	64 min</movie>
<movie>The Candid Camera Story (Very Candid) of the Metro-Goldwyn-Mayer Pictures 1937 Convention	1937	USA	17 min</movie>
<movie>Charlie Chan on Broadway	1937	USA	68 min</movie>
<movie>Double Wedding	1937	USA	87 min</movie>
<movie>"Thank You, Mr. Moto"	1937	USA	67 min</movie>
<movie>A Night at the Movies	1937	USA	10 min</movie>
<movie>Snow White and the Seven Dwarfs	1937	USA	83 min</movie>
<movie>Merry-Go-Round of 1938	1937	USA	87 min</movie>
<movie>The Boss Didn't Say Good Morning	1937	USA	10 min</movie>
<movie>The Spanish Earth	1937	USA	52 min</movie>
<movie>The Prisoner of Zenda	1937	USA	101 min</movie>
<movie>Charlie Chan at the Olympics	1937	USA	71 min</movie>
<movie>Angel	1937	USA	91 min</movie>
<movie>San Quentin	1937	USA	70 min</movie>
<movie>The Hurricane	1937	USA	110 min</movie>
<movie>"Think Fast, Mr. Moto"	1937	USA	70 min</movie>
<movie>Something to Sing About	1937	USA	93 min</movie>
<movie>When You're in Love	1937	USA	110 min</movie>
<movie>The Good Earth	1937	USA	138 min</movie>
<movie>Nothing Sacred	1937	USA	77 min</movie>
<movie>It's Love I'm After	1937	USA	90 min</movie>
<movie>This Is My Affair	1937	USA	100 min</movie>
<movie>Heidi	1937	USA	88 min</movie>
<movie>Pygmalion	1938	UK	89 min</movie>
<movie>Sidewalks of London	1938	UK	85 min</movie>
<movie>The Lady Vanishes	1938	UK	96 min</movie>
<movie>Convict 99	1938	UK	91 min</movie>
<movie>The Citadel	1938	UK	110 min</movie>
<movie>Queen of Crime	1938	UK	55 min</movie>
<movie>International Crime	1938	USA	62 min</movie>
<movie>Law of the Underworld	1938	USA	61 min</movie>
<movie>"Sing, You Sinners"	1938	USA	88 min</movie>
<movie>Angels with Dirty Faces	1938	USA	97 min</movie>
<movie>Jezebel	1938	USA	104 min</movie>
<movie>The Rage of Paris	1938	USA	78 min</movie>
<movie>The Terror of Tiny Town	1938	USA	62 min</movie>
<movie>Alexander's Ragtime Band	1938	USA	106 min</movie>
<movie>Dramatic School	1938	USA	80 min</movie>
<movie>Trade Winds	1938	USA	93 min</movie>
<movie>The Toy Wife	1938	USA	96 min</movie>
<movie>The Shining Hour	1938	USA	76 min</movie>
<movie>"Wynken, Blynken &amp; Nod"	1938	USA	8 min</movie>
<movie>Bluebeard's Eighth Wife	1938	USA	85 min</movie>
<movie>Gold Is Where You Find It	1938	USA	94 min</movie>
<movie>You and Me	1938	USA	94 min</movie>
<movie>The Adventures of Marco Polo	1938	USA	104 min</movie>
<movie>Suez	1938	USA	104 min</movie>
<movie>"Listen, Darling"	1938	USA	75 min</movie>
<movie>Mickey's Trailer	1938	USA	8 min</movie>
<movie>Boat Builders	1938	USA	7 min</movie>
<movie>Mickey's Parrot	1938	USA	8 min</movie>
<movie>Brave Little Tailor	1938	USA	9 min</movie>
<movie>The Whalers	1938	USA	8 min</movie>
<movie>Carefree	1938	USA	83 min</movie>
<movie>The Great Waltz	1938	USA	104 min</movie>
<movie>Ferdinand the Bull	1938	USA	8 min</movie>
<movie>Swiss Miss	1938	USA	73 min</movie>
<movie>Three Comrades	1938	USA	98 min</movie>
<movie>Thanks for the Memory	1938	USA	75 min</movie>
<movie>Just Around the Corner	1938	USA	70 min</movie>
<movie>The Adventures of Robin Hood	1938	USA	102 min</movie>
<movie>The Adventures of Tom Sawyer	1938	USA	91 min</movie>
<movie>The Amazing Dr. Clitterhouse	1938	USA	87 min</movie>
<movie>The Texans	1938	USA	92 min</movie>
<movie>Man-Proof	1938	USA	75 min</movie>
<movie>Test Pilot	1938	USA	119 min</movie>
<movie>Love Finds Andy Hardy	1938	USA	91 min</movie>
<movie>The Cowboy and the Lady	1938	USA	91 min</movie>
<movie>Room Service	1938	USA	78 min</movie>
<movie>Four Men and a Prayer	1938	USA	85 min</movie>
<movie>Charlie Chan in Honolulu	1938	USA	67 min</movie>
<movie>The Young in Heart	1938	USA	90 min</movie>
<movie>Mr. Moto's Gamble	1938	USA	72 min</movie>
<movie>Bar 20 Justice	1938	USA	70 min</movie>
<movie>Marie Antoinette	1938	USA	149 min</movie>
<movie>They're Always Caught	1938	USA	22 min</movie>
<movie>Boys Town	1938	USA	96 min</movie>
<movie>The Mad Miss Manton	1938	USA	80 min</movie>
<movie>The Dawn Patrol	1938	USA	103 min</movie>
<movie>The Duke Is Tops	1938	USA	73 min</movie>
<movie>You Can't Take It with You	1938	USA	126 min</movie>
<movie>Zaza	1938	USA	83 min</movie>
<movie>Blond Cheat	1938	USA	62 min</movie>
<movie>Mysterious Mr. Moto	1938	USA	62 min</movie>
<movie>Mr. Moto Takes a Chance	1938	USA	63 min</movie>
<movie>Give Me a Sailor	1938	USA	80 min</movie>
<movie>Fools for Scandal	1938	USA	80 min</movie>
<movie>Holiday	1938	USA	95 min</movie>
<movie>Bringing Up Baby	1938	USA	102 min</movie>
<movie>Block-Heads	1938	USA	57 min</movie>
<movie>A Christmas Carol	1938	USA	69 min</movie>
<movie>The Big Broadcast of 1938	1938	USA	91 min</movie>
<movie>Rebecca of Sunnybrook Farm	1938	USA	81 min</movie>
<movie>Little Miss Broadway	1938	USA	72 min</movie>
<movie>The Outsider	1939	UK	90 min</movie>
<movie>"Goodbye, Mr. Chips"	1939	UK	114 min</movie>
<movie>Ask a Policeman	1939	UK	83 min</movie>
<movie>Jamaica Inn	1939	UK	98 min</movie>
<movie>The Four Feathers	1939	UK	129 min</movie>
<movie>The Mikado	1939	UK	90 min</movie>
<movie>The Spy in Black	1939	UK	77 min</movie>
<movie>Clouds Over Europe	1939	UK	82 min</movie>
<movie>The Man in the Iron Mask	1939	USA	113 min</movie>
<movie>In Name Only	1939	USA	94 min</movie>
<movie>The Flying Deuces	1939	USA	69 min</movie>
<movie>Of Mice and Men	1939	USA	106 min</movie>
<movie>Each Dawn I Die	1939	USA	92 min</movie>
<movie>The Oklahoma Kid	1939	USA	85 min</movie>
<movie>Disputed Passage	1939	USA	87 min</movie>
<movie>The Light That Failed	1939	USA	99 min</movie>
<movie>Let Us Live	1939	USA	68 min</movie>
<movie>Never Say Die	1939	USA	82 min</movie>
<movie>Stanley and Livingstone	1939	USA	101 min</movie>
<movie>Zenobia	1939	USA	73 min</movie>
<movie>Stagecoach	1939	USA	96 min</movie>
<movie>Babes in Arms	1939	USA	94 min</movie>
<movie>Society Dog Show	1939	USA	8 min</movie>
<movie>The Pointer	1939	USA	9 min</movie>
<movie>Officer Duck	1939	USA	7 min</movie>
<movie>The Rains Came	1939	USA	103 min</movie>
<movie>Day-Time Wife	1939	USA	72 min</movie>
<movie>Wuthering Heights	1939	USA	104 min</movie>
<movie>Bachelor Mother	1939	USA	82 min</movie>
<movie>Only Angels Have Wings	1939	USA	121 min</movie>
<movie>Cafe Society	1939	USA	83 min</movie>
<movie>Donald's Cousin Gus	1939	USA	7 min</movie>
<movie>Jesse James	1939	USA	106 min</movie>
<movie>The Gorilla	1939	USA	66 min</movie>
<movie>Allegheny Uprising	1939	USA	81 min</movie>
<movie>The Man They Could Not Hang	1939	USA	64 min</movie>
<movie>Drunk Driving	1939	USA	22 min</movie>
<movie>Tower of London	1939	USA	92 min</movie>
<movie>The Old Maid	1939	USA	95 min</movie>
<movie>Frontier Marshal	1939	USA	71 min</movie>
<movie>Second Fiddle	1939	USA	85 min</movie>
<movie>The Little Princess	1939	USA	93 min</movie>
<movie>The Story of Vernon and Irene Castle	1939	USA	93 min</movie>
<movie>Idiot's Delight	1939	USA	107 min</movie>
<movie>Golden Boy	1939	USA	99 min</movie>
<movie>The Real Glory	1939	USA	96 min</movie>
<movie>Tarzan Finds a Son!	1939	USA	82 min</movie>
<movie>Susannah of the Mounties	1939	USA	79 min</movie>
<movie>Invisible Stripes	1939	USA	81 min</movie>
<movie>Espionage Agent	1939	USA	83 min</movie>
<movie>Mr. Smith Goes to Washington	1939	USA	129 min</movie>
<movie>Daredevils of the Red Circle	1939	USA	211 min</movie>
<movie>Destry Rides Again	1939	USA	94 min</movie>
<movie>The Wizard of Oz	1939	USA	102 min</movie>
<movie>The Private Lives of Elizabeth and Essex	1939	USA	106 min</movie>
<movie>First Love	1939	USA	84 min</movie>
<movie>Dodge City	1939	USA	104 min</movie>
<movie>Another Thin Man	1939	USA	103 min</movie>
<movie>Young Mr. Lincoln	1939	USA	100 min</movie>
<movie>Seabiscuit	1939	USA	50 min</movie>
<movie>Mr. Moto in Danger Island	1939	USA	64 min</movie>
<movie>Mr. Moto Takes a Vacation	1939	USA	65 min</movie>
<movie>Beach Picnic	1939	USA	8 min</movie>
<movie>Gone with the Wind	1939	USA	238 min</movie>
<movie>Gunga Din	1939	USA	117 min</movie>
<movie>The Return of Doctor X	1939	USA	62 min</movie>
<movie>Rose of Washington Square	1939	USA	86 min</movie>
<movie>Mr. Moto's Last Warning	1939	USA	71 min</movie>
<movie>Charlie Chan at Treasure Island	1939	USA	74 min</movie>
<movie>Charlie Chan in Reno	1939	USA	71 min</movie>
<movie>Gulliver's Travels	1939	USA	76 min</movie>
<movie>They Made Me a Criminal	1939	USA	92 min</movie>
<movie>The Women	1939	USA	133 min</movie>
<movie>You Can't Cheat an Honest Man	1939	USA	79 min</movie>
<movie>At the Circus	1939	USA	87 min</movie>
<movie>Beau Geste	1939	USA	112 min</movie>
<movie>Midnight	1939	USA	94 min</movie>
<movie>Intermezzo: A Love Story	1939	USA	70 min</movie>
<movie>Nancy Drew... Reporter	1939	USA	68 min</movie>
<movie>Union Pacific	1939	USA	135 min</movie>
<movie>The Hockey Champ	1939	USA	7 min</movie>
<movie>The Cat and the Canary	1939	USA	72 min</movie>
<movie>The Roaring Twenties	1939	USA	106 min</movie>
<movie>King of the Underworld	1939	USA	67 min</movie>
<movie>Son of Frankenstein	1939	USA	99 min</movie>
<movie>Wyoming Outlaw	1939	USA	56 min</movie>
<movie>The Hound of the Baskervilles	1939	USA	80 min</movie>
<movie>The Adventures of Sherlock Holmes	1939	USA	85 min</movie>
<movie>You Can't Get Away with Murder	1939	USA	79 min</movie>
<movie>The Blue Danube	1939	USA	7 min</movie>
<movie>Prophet Without Honor	1939	USA	11 min</movie>
<movie>Five Came Back	1939	USA	75 min</movie>
<movie>Drums Along the Mohawk	1939	USA	104 min</movie>
<movie>The Hunchback of Notre Dame	1939	USA	117 min</movie>
<movie>Ninotchka	1939	USA	110 min</movie>
<movie>Dark Victory	1939	USA	104 min</movie>
<movie>Blackout	1940	UK	80 min</movie>
<movie>Girl in the News	1940	UK	78 min</movie>
<movie>The Stars Look Down	1940	UK	110 min</movie>
<movie>Night Train to Munich	1940	UK	90 min</movie>
<movie>Gaslight	1940	UK	84 min</movie>
<movie>The Thief of Bagdad	1940	"UK, USA"	106 min</movie>
<movie>His Girl Friday	1940	USA	92 min</movie>
<movie>"All This, and Heaven Too"	1940	USA	141 min</movie>
<movie>Strike Up the Band	1940	USA	120 min</movie>
<movie>Black Friday	1940	USA	70 min</movie>
<movie>When the Daltons Rode	1940	USA	81 min</movie>
<movie>The Sea Hawk	1940	USA	127 min</movie>
<movie>One Night in the Tropics	1940	USA	82 min</movie>
<movie>Johnny Apollo	1940	USA	94 min</movie>
<movie>Primrose Path	1940	USA	93 min</movie>
<movie>Dark Command	1940	USA	94 min</movie>
<movie>Pluto's Dream House	1940	USA	8 min</movie>
<movie>Tugboat Mickey	1940	USA	7 min</movie>
<movie>Comrade X	1940	USA	104 min</movie>
<movie>"Arise, My Love"	1940	USA	110 min</movie>
<movie>Northwest Passage	1940	USA	126 min</movie>
<movie>Brother Orchid	1940	USA	88 min</movie>
<movie>The Ghost Breakers	1940	USA	85 min</movie>
<movie>The Ape	1940	USA	62 min</movie>
<movie>Remember the Night	1940	USA	94 min</movie>
<movie>Road to Singapore	1940	USA	85 min</movie>
<movie>The Howards of Virginia	1940	USA	116 min</movie>
<movie>Chad Hanna	1940	USA	88 min</movie>
<movie>Dr. Ehrlich's Magic Bullet	1940	USA	103 min</movie>
<movie>Tom Brown's School Days	1940	USA	86 min</movie>
<movie>Andy Hardy Meets Debutante	1940	USA	88 min</movie>
<movie>A Chump at Oxford	1940	USA	62 min</movie>
<movie>"Third Finger, Left Hand"	1940	USA	96 min</movie>
<movie>North West Mounted Police	1940	USA	126 min</movie>
<movie>Mr. Mouse Takes a Trip	1940	USA	8 min</movie>
<movie>My Favorite Wife	1940	USA	88 min</movie>
<movie>Michael Shayne: Private Detective	1940	USA	77 min</movie>
<movie>Charlie Chan's Murder Cruise	1940	USA	76 min</movie>
<movie>Second Chorus	1940	USA	84 min</movie>
<movie>Murder Over New York	1940	USA	65 min</movie>
<movie>The Doctor Takes a Wife	1940	USA	88 min</movie>
<movie>Too Many Husbands	1940	USA	81 min</movie>
<movie>You'll Find Out	1940	USA	97 min</movie>
<movie>Donald's Dog Laundry	1940	USA	8 min</movie>
<movie>River's End	1940	USA	69 min</movie>
<movie>Dogs You Seldom See	1940	USA	10 min</movie>
<movie>Down Argentine Way	1940	USA	89 min</movie>
<movie>Escape	1940	USA	98 min</movie>
<movie>Charlie Chan in Panama	1940	USA	67 min</movie>
<movie>Charlie Chan at the Wax Museum	1940	USA	63 min</movie>
<movie>The Westerner	1940	USA	100 min</movie>
<movie>Virginia City	1940	USA	121 min</movie>
<movie>My Little Chickadee	1940	USA	83 min</movie>
<movie>Young People	1940	USA	79 min</movie>
<movie>Music in My Heart	1940	USA	70 min</movie>
<movie>Strange Cargo	1940	USA	113 min</movie>
<movie>The Grapes of Wrath	1940	USA	129 min</movie>
<movie>Young Bill Hickok	1940	USA	59 min</movie>
<movie>The Shop Around the Corner	1940	USA	99 min</movie>
<movie>The Philadelphia Story	1940	USA	112 min</movie>
<movie>Rebecca	1940	USA	130 min</movie>
<movie>Pride and Prejudice	1940	USA	118 min</movie>
<movie>Seven Sinners	1940	USA	87 min</movie>
<movie>The Letter	1940	USA	95 min</movie>
<movie>"Dance, Girl, Dance"	1940	USA	90 min</movie>
<movie>I Love You Again	1940	USA	99 min</movie>
<movie>They Drive by Night	1940	USA	95 min</movie>
<movie>The Mark of Zorro	1940	USA	94 min</movie>
<movie>Go West	1940	USA	80 min</movie>
<movie>Angels Over Broadway	1940	USA	79 min</movie>
<movie>Arizona	1940	USA	125 min</movie>
<movie>Castle on the Hudson	1940	USA	77 min</movie>
<movie>The Return of Frank James	1940	USA	92 min</movie>
<movie>The Fighting 69th	1940	USA	90 min</movie>
<movie>Before I Hang	1940	USA	62 min</movie>
<movie>Boom Town	1940	USA	119 min</movie>
<movie>The Great Dictator	1940	USA	125 min</movie>
<movie>The Mummy's Hand	1940	USA	67 min</movie>
<movie>The Bank Dick	1940	USA	72 min</movie>
<movie>Stranger on the Third Floor	1940	USA	64 min</movie>
<movie>The Invisible Man Returns	1940	USA	81 min</movie>
<movie>The Great McGinty	1940	USA	82 min</movie>
<movie>Christmas in July	1940	USA	67 min</movie>
<movie>The Mortal Storm	1940	USA	100 min</movie>
<movie>Waterloo Bridge	1940	USA	108 min</movie>
<movie>Phantom Raiders	1940	USA	70 min</movie>
<movie>Dr. Cyclops	1940	USA	77 min</movie>
<movie>Broadway Melody of 1940	1940	USA	102 min</movie>
<movie>Foreign Correspondent	1940	USA	120 min</movie>
<movie>The Blue Bird	1940	USA	88 min</movie>
<movie>Brigham Young	1940	USA	114 min</movie>
<movie>Babies for Sale	1940	USA	65 min</movie>
